image,type,prompt,ground_truth
generated_images_qutip/Coherent_state_N13_alpha5.png,Coherent state,,"This is a coherent state with alpha equal to 5, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N13_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N13_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N13_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N13_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N13_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 13 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N13_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 13 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha1.4142135623730951.png,Coherent state,,"This is a coherent state with alpha equal to 1.4142135623730951, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha1.4142135623730951.png,Coherent state,,"This is a coherent state with alpha equal to 1.4142135623730951, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha0.5.png,Coherent state,,"This is a coherent state with alpha equal to 0.5, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha0.5.png,Coherent state,,"This is a coherent state with alpha equal to 0.5, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha1.png,Coherent state,,"This is a coherent state with alpha equal to 1, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha1.png,Coherent state,,"This is a coherent state with alpha equal to 1, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha2.png,Coherent state,,"This is a coherent state with alpha equal to 2, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha2.png,Coherent state,,"This is a coherent state with alpha equal to 2, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha3.png,Coherent state,,"This is a coherent state with alpha equal to 3, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha3.png,Coherent state,,"This is a coherent state with alpha equal to 3, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha4.png,Coherent state,,"This is a coherent state with alpha equal to 4, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha4.png,Coherent state,,"This is a coherent state with alpha equal to 4, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha5.png,Coherent state,,"This is a coherent state with alpha equal to 5, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha5.png,Coherent state,,"This is a coherent state with alpha equal to 5, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N12_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 12 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N12_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 12 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha1.4142135623730951.png,Coherent state,,"This is a coherent state with alpha equal to 1.4142135623730951, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha1.4142135623730951.png,Coherent state,,"This is a coherent state with alpha equal to 1.4142135623730951, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha0.5.png,Coherent state,,"This is a coherent state with alpha equal to 0.5, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha0.5.png,Coherent state,,"This is a coherent state with alpha equal to 0.5, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha1.png,Coherent state,,"This is a coherent state with alpha equal to 1, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha1.png,Coherent state,,"This is a coherent state with alpha equal to 1, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha2.png,Coherent state,,"This is a coherent state with alpha equal to 2, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha2.png,Coherent state,,"This is a coherent state with alpha equal to 2, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha3.png,Coherent state,,"This is a coherent state with alpha equal to 3, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha3.png,Coherent state,,"This is a coherent state with alpha equal to 3, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha4.png,Coherent state,,"This is a coherent state with alpha equal to 4, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha4.png,Coherent state,,"This is a coherent state with alpha equal to 4, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha5.png,Coherent state,,"This is a coherent state with alpha equal to 5, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha5.png,Coherent state,,"This is a coherent state with alpha equal to 5, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N11_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 11 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N11_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 11 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha1.4142135623730951.png,Coherent state,,"This is a coherent state with alpha equal to 1.4142135623730951, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha1.4142135623730951.png,Coherent state,,"This is a coherent state with alpha equal to 1.4142135623730951, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha0.5.png,Coherent state,,"This is a coherent state with alpha equal to 0.5, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha0.5.png,Coherent state,,"This is a coherent state with alpha equal to 0.5, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha1.png,Coherent state,,"This is a coherent state with alpha equal to 1, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha1.png,Coherent state,,"This is a coherent state with alpha equal to 1, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha2.png,Coherent state,,"This is a coherent state with alpha equal to 2, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha2.png,Coherent state,,"This is a coherent state with alpha equal to 2, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha3.png,Coherent state,,"This is a coherent state with alpha equal to 3, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha3.png,Coherent state,,"This is a coherent state with alpha equal to 3, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha4.png,Coherent state,,"This is a coherent state with alpha equal to 4, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha4.png,Coherent state,,"This is a coherent state with alpha equal to 4, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha5.png,Coherent state,,"This is a coherent state with alpha equal to 5, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha5.png,Coherent state,,"This is a coherent state with alpha equal to 5, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha6.png,Coherent state,,"This is a coherent state with alpha equal to 6, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha7.png,Coherent state,,"This is a coherent state with alpha equal to 7, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N10_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 10 in the linear space -5 to 5."
generated_images_qutip/Coherent_state_N10_alpha8.png,Coherent state,,"This is a coherent state with alpha equal to 8, number of qubits equal to 10 in the linear space -10 to 10."
generated_images_qutip/Coherent_state_N9_alpha1.4142135623730951.png,Coherent state,,"This is a coherent state with alpha equal to 1.4142135623730951, number of qubits equal to 9 in the linear space -5 to 5."
